"user_id","country","platform_type","type_traffic","payer","total_revenue","max_level","amount_gold","amount_bronze_cup","amount_silver_cup","amount_gold_cup","install_date"
"1000045",ES,iOS,paid,0,0.0,0,0,0,0,0,2023-02-01 14:05:47
"1000046",RU,iOS,organic,0,0.0,0,0,0,0,0,2023-02-01 14:15:00
"1000048",RU,iOS,organic,0,0.0,0,0,0,0,0,2023-02-01 14:29:54
"1000053",IT,android,organic,0,0.0,0,0,0,0,0,2023-02-01 15:05:24
"1000054",ES,android,organic,0,0.0,0,0,0,0,0,2023-02-01 15:14:37
"1000055",KZ,android,organic,0,0.0,0,0,0,0,0,2023-02-01 15:18:51
"1000056",CA,android,organic,0,0.0,0,0,0,0,0,2023-02-01 15:24:32
"1000061",RU,android,organic,0,0.0,10,3050,0,0,0,2023-02-01 16:04:23
"1000062",RU,android,organic,0,0.0,2,650,0,0,0,2023-02-01 16:17:58
"1000063",PL,iOS,organic,0,0.0,2,650,0,0,0,2023-02-01 16:22:12
"1000064",RU,android,organic,0,0.0,2,650,0,0,0,2023-02-01 16:27:53
"1000065",RU,iOS,organic,0,0.0,0,0,0,0,0,2023-02-01 16:30:15
"1000068",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-01 16:51:53
"1000070",NL,android,organic,0,0.0,4,950,0,0,0,2023-02-01 17:00:21
"1000071",CA,android,paid,0,0.0,0,0,0,0,0,2023-02-01 17:06:02
"1000073",US,iOS,organic,0,0.0,0,0,0,0,0,2023-02-01 17:25:18
"1000074",IT,android,organic,0,0.0,0,0,0,0,0,2023-02-01 17:38:53
"1000075",KZ,android,organic,0,0.0,2,650,0,0,0,2023-02-01 17:44:34
"1000076",RU,iOS,paid,0,0.0,12,4050,0,0,0,2023-02-01 17:58:09
"1000078",NL,iOS,organic,0,0.0,0,0,0,0,0,2023-02-01 18:25:19
"1000079",PL,android,organic,1,299.0,8,4250,0,0,0,2023-02-01 18:38:54
"1000080",RU,android,organic,0,0.0,1,50,0,0,0,2023-02-01 18:52:29
"1000081",GE,iOS,organic,0,0.0,0,0,0,0,0,2023-02-01 19:01:42
"1000082",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-01 19:15:17
"1000083",KZ,iOS,organic,0,0.0,2,850,0,0,0,2023-02-01 19:17:39
"1000084",KZ,android,organic,0,0.0,0,0,0,0,0,2023-02-01 19:31:14
"1000085",RU,android,organic,0,0.0,6,1150,0,0,0,2023-02-01 19:44:49
"1000086",RU,android,organic,0,0.0,4,950,0,0,0,2023-02-01 19:54:02
"1000087",PL,android,organic,0,0.0,0,0,0,0,0,2023-02-01 19:58:16
"1000088",PL,android,organic,0,0.0,0,0,0,0,0,2023-02-01 20:00:38
"1000094",RU,android,paid,0,0.0,3,750,0,0,0,2023-02-01 20:49:18
"1000097",PL,android,organic,0,0.0,0,0,0,0,0,2023-02-01 21:14:15
"1000098",PL,android,paid,0,0.0,0,0,0,0,0,2023-02-01 21:16:37
"1000099",DE,iOS,paid,0,0.0,0,0,0,0,0,2023-02-01 21:25:50
"1000102",BY,android,organic,0,0.0,0,0,0,0,0,2023-02-01 21:44:58
"1000105",KZ,android,organic,0,0.0,0,0,0,0,0,2023-02-01 22:12:00
"1000108",KZ,iOS,organic,0,0.0,11,4050,0,0,0,2023-02-01 22:37:10
"1000109",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-01 22:41:24
"1000110",RU,android,paid,0,0.0,0,0,0,0,0,2023-02-01 22:54:59
"1000112",RU,android,organic,0,0.0,10,3050,0,0,0,2023-02-01 23:14:15
"1000113",RU,iOS,paid,0,0.0,0,0,0,0,0,2023-02-01 23:23:28
"1000115",PL,android,organic,0,0.0,3,750,0,0,0,2023-02-01 23:46:16
"1000117",DE,android,organic,0,0.0,0,0,0,0,0,2023-02-02 00:01:10
"1000118",PL,iOS,organic,0,0.0,0,0,0,0,0,2023-02-02 00:14:45
"1000120",GE,android,organic,0,0.0,0,0,0,0,0,2023-02-02 00:28:12
"1000129",CA,android,paid,0,0.0,10,3050,0,0,0,2023-02-02 01:37:40
"1000130",RU,android,paid,0,0.0,2,750,0,0,0,2023-02-02 01:41:54
"1000134",RU,android,organic,0,0.0,4,850,0,0,0,2023-02-02 02:18:46
"1000135",US,iOS,organic,0,0.0,0,0,0,0,0,2023-02-02 02:32:21
"1000136",US,android,paid,0,0.0,0,0,0,0,0,2023-02-02 02:36:35
"1000138",RU,iOS,organic,0,0.0,4,950,0,0,0,2023-02-02 02:48:10
"1000139",IT,android,organic,0,0.0,0,0,0,0,0,2023-02-02 02:50:32
"1000144",ES,android,organic,0,0.0,2,650,0,0,0,2023-02-02 03:26:02
"1000146",BY,iOS,organic,0,0.0,0,0,0,0,0,2023-02-02 03:48:50
"1000149",US,android,organic,0,0.0,0,0,0,0,0,2023-02-02 04:25:13
"1000154",IT,iOS,organic,0,0.0,0,0,0,0,0,2023-02-02 05:08:49
"1000156",PL,android,organic,0,0.0,0,0,0,0,0,2023-02-02 05:18:44
"1000157",KZ,iOS,organic,0,0.0,0,0,0,0,0,2023-02-02 05:32:19
"1000158",DE,android,organic,0,0.0,11,4050,0,0,0,2023-02-02 05:36:33
"1000160",DE,iOS,organic,0,0.0,3,750,0,0,0,2023-02-02 05:51:27
"1000161",US,android,organic,0,0.0,3,750,0,0,0,2023-02-02 06:00:40
"1000166",DE,android,organic,0,0.0,0,0,0,0,0,2023-02-02 06:38:14
"1000167",US,iOS,organic,0,0.0,1,50,0,0,0,2023-02-02 06:40:36
"1000172",DE,android,paid,0,0.0,0,0,0,0,0,2023-02-02 07:24:12
"1000173",US,iOS,organic,0,0.0,0,0,0,0,0,2023-02-02 07:33:25
"1000175",US,android,organic,0,0.0,0,0,0,0,0,2023-02-02 07:46:52
"1000177",DE,android,organic,0,0.0,0,0,0,0,0,2023-02-02 08:06:08
"1000178",RU,android,organic,0,0.0,4,950,0,0,0,2023-02-02 08:10:22
"1000179",ES,android,paid,0,0.0,3,850,0,0,0,2023-02-02 08:16:03
"1000180",ES,android,organic,0,0.0,0,0,0,0,0,2023-02-02 08:20:17
"1000181",LV,android,organic,0,0.0,4,950,0,0,0,2023-02-02 08:29:30
"1000183",US,android,organic,0,0.0,0,0,0,0,0,2023-02-02 08:48:46
"1000187",ES,android,organic,0,0.0,0,0,0,0,0,2023-02-02 09:30:00
"1000188",RU,iOS,organic,0,0.0,4,950,0,0,0,2023-02-02 09:35:41
"1000189",GE,android,organic,0,0.0,0,0,0,0,0,2023-02-02 09:44:54
"1000190",KZ,android,organic,0,0.0,4,950,0,0,0,2023-02-02 09:54:07
"1000191",US,iOS,organic,0,0.0,0,0,0,0,0,2023-02-02 09:58:21
"1000193",BY,iOS,organic,0,0.0,0,0,0,0,0,2023-02-02 10:04:57
"1000198",ES,android,organic,0,0.0,0,0,0,0,0,2023-02-02 10:56:14
"1000199",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-02 11:05:27
"1000201",BY,android,organic,0,0.0,4,950,0,0,0,2023-02-02 11:24:43
"1000203",US,iOS,organic,0,0.0,4,850,0,0,0,2023-02-02 11:43:59
"1000204",US,android,paid,0,0.0,2,650,0,0,0,2023-02-02 11:49:40
"1000205",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-02 12:03:15
"1000206",KZ,iOS,paid,0,0.0,0,0,0,0,0,2023-02-02 12:12:28
"1000208",RU,iOS,organic,1,399.0,3,950,0,0,0,2023-02-02 12:24:03
"1000210",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-02 12:51:13
"1000212",US,android,organic,0,0.0,0,0,0,0,0,2023-02-02 13:04:40
"1000213",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-02 13:10:21
"1000215",GE,android,organic,0,0.0,3,750,0,0,0,2023-02-02 13:33:09
"1000216",US,android,paid,0,0.0,0,0,0,0,0,2023-02-02 13:42:22
"1000218",RU,iOS,organic,0,0.0,6,1150,0,0,0,2023-02-02 13:50:25
"1000221",ES,android,organic,0,0.0,0,0,0,0,0,2023-02-02 14:13:55
"1000222",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-02 14:23:08
"1000223",BY,iOS,paid,0,0.0,1,50,0,0,0,2023-02-02 14:36:43
"1000224",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-02 14:40:57
"1000225",PL,iOS,organic,0,0.0,0,0,0,0,0,2023-02-02 14:46:38
"1000228",US,iOS,paid,0,0.0,0,0,0,0,0,2023-02-02 15:09:18
"1000229",CA,android,organic,0,0.0,0,0,0,0,0,2023-02-02 15:14:59
"1000230",GE,android,organic,0,0.0,4,950,0,0,0,2023-02-02 15:28:34
"1000233",GE,android,organic,0,0.0,4,850,0,0,0,2023-02-02 16:04:57
"1000236",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-02 16:27:37
"1000237",US,android,paid,0,0.0,1,50,0,0,0,2023-02-02 16:33:18
"1000240",US,iOS,organic,0,0.0,0,0,0,0,0,2023-02-02 16:51:37
"1000243",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-02 17:07:26
"1000244",DE,android,organic,0,0.0,6,1150,0,0,0,2023-02-02 17:21:01
"1000245",KZ,iOS,organic,0,0.0,3,750,0,0,0,2023-02-02 17:30:14
"1000246",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-02 17:35:55
"1000254",US,android,organic,0,0.0,0,0,0,0,0,2023-02-02 18:43:51
"1000255",PL,iOS,organic,0,0.0,4,950,0,0,0,2023-02-02 18:53:04
"1000256",KZ,iOS,organic,0,0.0,1,50,0,0,0,2023-02-02 18:57:18
"1000257",PL,android,organic,0,0.0,0,0,0,0,0,2023-02-02 19:10:53
"1000260",DE,android,organic,0,0.0,4,950,0,0,0,2023-02-02 19:26:29
"1000261",PL,android,organic,0,0.0,4,850,0,0,0,2023-02-02 19:32:10
"1000262",US,android,organic,0,0.0,12,4050,0,0,0,2023-02-02 19:41:23
"1000263",US,android,paid,0,0.0,12,4050,0,0,0,2023-02-02 19:45:37
"1000267",DE,android,organic,0,0.0,0,0,0,0,0,2023-02-02 20:08:59
"1000268",DE,android,paid,0,0.0,0,0,0,0,0,2023-02-02 20:18:12
"1000269",US,android,organic,0,0.0,0,0,0,0,0,2023-02-02 20:31:47
"1000272",US,android,organic,0,0.0,0,0,0,0,0,2023-02-02 21:00:16
"1000273",KZ,android,paid,0,0.0,0,0,0,0,0,2023-02-02 21:05:57
"1000274",US,android,organic,0,0.0,0,0,0,0,0,2023-02-02 21:11:38
"1000277",CA,iOS,organic,0,0.0,0,0,0,0,0,2023-02-02 21:35:45
"1000285",BY,android,organic,0,0.0,0,0,0,0,0,2023-02-02 22:39:56
"1000286",ES,android,organic,0,0.0,0,0,0,0,0,2023-02-02 22:53:31
"1000287",US,iOS,organic,0,0.0,0,0,0,0,0,2023-02-02 22:57:45
"1000288",PL,android,organic,0,0.0,1,50,0,0,0,2023-02-02 23:06:58
"1000290",RU,iOS,organic,0,0.0,3,850,0,0,0,2023-02-02 23:15:26
"1000292",GE,android,organic,0,0.0,3,750,0,0,0,2023-02-02 23:33:15
"1000293",DE,android,organic,0,0.0,0,0,0,0,0,2023-02-02 23:46:50
"1000295",DE,iOS,organic,0,0.0,0,0,0,0,0,2023-02-03 00:04:39
"1000296",BY,iOS,paid,0,0.0,0,0,0,0,0,2023-02-03 00:10:20
"1000297",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-03 00:19:33
"1000299",IT,android,organic,0,0.0,4,850,0,0,0,2023-02-03 00:27:36
"1000301",RU,iOS,organic,0,0.0,0,0,0,0,0,2023-02-03 00:35:39
"1000303",US,android,organic,0,0.0,10,3050,0,0,0,2023-02-03 00:47:01
"1000306",DE,iOS,organic,0,0.0,0,0,0,0,0,2023-02-03 01:27:46
"1000309",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-03 01:46:54
"1000310",GE,android,organic,0,0.0,0,0,0,0,0,2023-02-03 01:56:07
"1000311",US,android,paid,0,0.0,4,850,0,0,0,2023-02-03 01:58:29
"1000312",GE,android,organic,0,0.0,0,0,0,0,0,2023-02-03 02:07:42
"1000314",DE,android,organic,0,0.0,0,0,0,0,0,2023-02-03 02:26:08
"1000315",NL,android,organic,0,0.0,0,0,0,0,0,2023-02-03 02:35:21
"1000317",RU,iOS,organic,0,0.0,4,950,0,0,0,2023-02-03 02:45:16
"1000318",CA,iOS,organic,0,0.0,0,0,0,0,0,2023-02-03 02:50:57
"1000320",RU,android,paid,0,0.0,0,0,0,0,0,2023-02-03 03:05:51
"1000321",RU,android,organic,0,0.0,2,650,0,0,0,2023-02-03 03:15:04
"1000322",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-03 03:19:18
"1000324",BY,android,organic,0,0.0,0,0,0,0,0,2023-02-03 03:27:21
"1000327",IT,android,organic,0,0.0,10,3050,0,0,0,2023-02-03 03:41:18
"1000330",IT,iOS,organic,0,0.0,0,0,0,0,0,2023-02-03 04:17:41
"1000331",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-03 04:23:22
"1000335",US,android,organic,0,0.0,0,0,0,0,0,2023-02-03 04:54:13
"1000336",RU,android,organic,0,0.0,4,950,0,0,0,2023-02-03 05:07:48
"1000338",ES,iOS,organic,0,0.0,0,0,0,0,0,2023-02-03 05:22:42
"1000339",RU,android,paid,0,0.0,2,650,0,0,0,2023-02-03 05:36:17
"1000340",US,iOS,organic,0,0.0,0,0,0,0,0,2023-02-03 05:40:31
"1000341",BY,iOS,organic,0,0.0,0,0,0,0,0,2023-02-03 05:46:12
"1000342",KZ,iOS,organic,0,0.0,0,0,0,0,0,2023-02-03 05:51:53
"1000345",PL,android,organic,0,0.0,0,0,0,0,0,2023-02-03 06:12:28
"1000346",US,iOS,organic,0,0.0,0,0,0,0,0,2023-02-03 06:26:03
"1000347",RU,iOS,organic,0,0.0,0,0,0,0,0,2023-02-03 06:39:38
"1000348",RU,iOS,organic,0,0.0,3,850,0,0,0,2023-02-03 06:48:51
"1000349",PL,android,organic,0,0.0,0,0,0,0,0,2023-02-03 06:51:13
"1000350",BY,android,organic,0,0.0,0,0,0,0,0,2023-02-03 07:04:48
"1000351",IT,iOS,organic,0,0.0,0,0,0,0,0,2023-02-03 07:18:23
"1000352",GE,android,paid,0,0.0,0,0,0,0,0,2023-02-03 07:27:36
"1000354",US,iOS,organic,0,0.0,2,750,0,0,0,2023-02-03 07:39:11
"1000357",RU,iOS,organic,0,0.0,0,0,0,0,0,2023-02-03 07:54:47
"1000358",US,iOS,organic,1,299.0,8,4250,0,0,0,2023-02-03 08:08:22
"1000360",PL,iOS,paid,0,0.0,4,950,0,0,0,2023-02-03 08:21:49
"1000361",IT,android,organic,0,0.0,0,0,0,0,0,2023-02-03 08:24:11
"1000362",ES,iOS,organic,0,0.0,0,0,0,0,0,2023-02-03 08:28:25
"1000366",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-03 08:56:46
"1000367",LV,android,organic,0,0.0,1,50,0,0,0,2023-02-03 09:10:21
"1000370",US,android,organic,0,0.0,0,0,0,0,0,2023-02-03 09:26:10
"1000371",GE,android,organic,0,0.0,0,0,0,0,0,2023-02-03 09:35:23
"1000372",IT,android,organic,0,0.0,0,0,0,0,0,2023-02-03 09:37:45
"1000374",KZ,android,organic,0,0.0,0,0,0,0,0,2023-02-03 09:46:13
"1000375",IT,android,organic,0,0.0,6,1150,0,0,0,2023-02-03 09:50:27
"1000377",RU,android,organic,0,0.0,10,3050,0,0,0,2023-02-03 10:13:15
"1000378",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-03 10:17:29
"1000383",GE,android,organic,0,0.0,0,0,0,0,0,2023-02-03 11:04:24
"1000386",IT,iOS,organic,0,0.0,1,50,0,0,0,2023-02-03 11:32:53
"1000387",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-03 11:42:06
"1000388",RU,android,paid,0,0.0,0,0,0,0,0,2023-02-03 11:55:41
"1000389",RU,iOS,organic,0,0.0,4,950,0,0,0,2023-02-03 12:01:22
"1000390",RU,android,organic,0,0.0,12,4050,0,0,0,2023-02-03 12:14:57
"1000393",US,android,organic,0,0.0,0,0,0,0,0,2023-02-03 12:47:48
"1000395",KZ,android,organic,0,0.0,0,0,0,0,0,2023-02-03 13:05:37
"1000396",US,android,organic,0,0.0,0,0,0,0,0,2023-02-03 13:07:59
"1000397",US,iOS,organic,0,0.0,0,0,0,0,0,2023-02-03 13:17:12
"1000399",RU,android,organic,1,199.0,5,1150,0,0,0,2023-02-03 13:40:00
"1000400",DE,android,paid,0,0.0,0,0,0,0,0,2023-02-03 13:49:13
"1000402",PL,android,paid,0,0.0,12,4050,0,0,0,2023-02-03 14:00:48
"1000405",PL,android,organic,0,0.0,0,0,0,0,0,2023-02-03 14:37:11
"1000406",KZ,android,organic,0,0.0,0,0,0,0,0,2023-02-03 14:50:46
"1000407",KZ,iOS,organic,0,0.0,0,0,0,0,0,2023-02-03 14:59:59
"1000408",RU,android,organic,0,0.0,3,850,0,0,0,2023-02-03 15:09:12
"1000409",RU,iOS,organic,0,0.0,0,0,0,0,0,2023-02-03 15:18:25
"1000410",RU,iOS,organic,0,0.0,6,1150,0,0,0,2023-02-03 15:27:38
"1000411",ES,android,organic,0,0.0,4,850,0,0,0,2023-02-03 15:41:13
"1000414",PL,android,organic,0,0.0,12,4050,0,0,0,2023-02-03 16:02:01
"1000415",LV,iOS,organic,0,0.0,2,650,0,0,0,2023-02-03 16:04:23
"1000421",RU,iOS,organic,0,0.0,0,0,0,0,0,2023-02-03 17:01:21
"1000426",BY,iOS,paid,0,0.0,10,3050,0,0,0,2023-02-03 17:41:50
"1000428",IT,iOS,organic,0,0.0,10,3050,0,0,0,2023-02-03 17:59:39
"1000432",IT,android,organic,0,0.0,2,650,0,0,0,2023-02-03 18:33:49
"1000433",NL,android,organic,0,0.0,4,950,0,0,0,2023-02-03 18:39:30
"1000435",RU,android,paid,0,0.0,0,0,0,0,0,2023-02-03 19:02:18
"1000436",RU,iOS,organic,0,0.0,4,950,0,0,0,2023-02-03 19:11:31
"1000437",RU,iOS,paid,0,0.0,10,3050,0,0,0,2023-02-03 19:15:45
"1000440",DE,iOS,organic,0,0.0,2,650,0,0,0,2023-02-03 19:43:24
"1000441",KZ,android,organic,0,0.0,0,0,0,0,0,2023-02-03 19:52:37
"1000442",DE,android,organic,0,0.0,0,0,0,0,0,2023-02-03 20:01:50
"1000444",RU,iOS,organic,1,299.0,8,4250,0,0,0,2023-02-03 20:11:45
"1000447",GE,iOS,organic,0,0.0,0,0,0,0,0,2023-02-03 20:40:14
"1000449",KZ,iOS,organic,1,99.0,9,2750,0,0,0,2023-02-03 20:58:40
"1000450",KZ,android,organic,0,0.0,0,0,0,0,0,2023-02-03 21:02:54
"1000451",ES,android,organic,0,0.0,6,1150,0,0,0,2023-02-03 21:05:16
"1000452",KZ,iOS,organic,0,0.0,0,0,0,0,0,2023-02-03 21:18:51
"1000455",GE,android,organic,0,0.0,1,50,0,0,0,2023-02-03 21:55:14
"1000457",US,iOS,organic,0,0.0,0,0,0,0,0,2023-02-03 22:03:17
"1000458",NL,android,organic,0,0.0,0,0,0,0,0,2023-02-03 22:16:52
"1000460",KZ,android,paid,0,0.0,12,4050,0,0,0,2023-02-03 22:32:49
"1000462",US,iOS,organic,0,0.0,4,950,0,0,0,2023-02-03 22:48:46
"1000464",RU,android,organic,0,0.0,9,3050,0,0,0,2023-02-03 23:03:40
"1000465",KZ,android,organic,0,0.0,0,0,0,0,0,2023-02-03 23:12:53
"1000468",RU,android,organic,0,0.0,3,850,0,0,0,2023-02-03 23:33:28
"1000469",RU,iOS,organic,0,0.0,10,3050,0,0,0,2023-02-03 23:47:03
"1000473",IT,android,organic,0,0.0,0,0,0,0,0,2023-02-04 00:12:05
"1000476",DE,android,organic,0,0.0,0,0,0,0,0,2023-02-04 00:41:37
"1000478",BY,iOS,organic,0,0.0,0,0,0,0,0,2023-02-04 01:08:47
"1000479",RU,iOS,paid,0,0.0,10,3050,0,0,0,2023-02-04 01:13:01
"1000480",US,iOS,organic,0,0.0,9,3050,0,0,0,2023-02-04 01:26:36
"1000483",CA,android,organic,0,0.0,4,950,0,0,0,2023-02-04 01:50:43
"1000486",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-04 02:14:13
"1000487",US,android,organic,0,0.0,0,0,0,0,0,2023-02-04 02:27:48
"1000488",RU,android,paid,0,0.0,0,0,0,0,0,2023-02-04 02:37:01
"1000489",DE,iOS,organic,0,0.0,0,0,0,0,0,2023-02-04 02:46:14
"1000490",US,android,organic,0,0.0,0,0,0,0,0,2023-02-04 02:59:49
"1000491",RU,android,organic,0,0.0,2,650,0,0,0,2023-02-04 03:05:30
"1000498",LV,android,paid,0,0.0,4,950,0,0,0,2023-02-04 04:11:17
"1000499",KZ,iOS,organic,0,0.0,2,650,0,0,0,2023-02-04 04:13:39
"1000501",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-04 04:36:27
"1000504",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-04 04:57:02
"1000506",US,iOS,organic,0,0.0,0,0,0,0,0,2023-02-04 05:08:24
"1000507",RU,iOS,organic,0,0.0,0,0,0,0,0,2023-02-04 05:14:05
"1000509",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-04 05:30:02
"1000515",PL,iOS,organic,0,0.0,3,850,0,0,0,2023-02-04 06:04:59
"1000517",DE,android,organic,0,0.0,0,0,0,0,0,2023-02-04 06:27:47
"1000520",KZ,iOS,paid,0,0.0,0,0,0,0,0,2023-02-04 06:59:11
"1000521",RU,android,organic,1,399.0,3,950,0,0,0,2023-02-04 07:12:46
"1000523",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-04 07:26:13
"1000527",US,iOS,paid,0,0.0,0,0,0,0,0,2023-02-04 07:53:45
"1000528",US,iOS,organic,0,0.0,4,850,0,0,0,2023-02-04 08:02:58
"1000537",RU,iOS,organic,0,0.0,0,0,0,0,0,2023-02-04 09:07:51
"1000538",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-04 09:21:26
"1000540",RU,iOS,organic,0,0.0,0,0,0,0,0,2023-02-04 09:39:15
"1000542",RU,android,organic,0,0.0,1,50,0,0,0,2023-02-04 09:58:31
"1000546",BY,android,organic,0,0.0,0,0,0,0,0,2023-02-04 10:44:57
"1000548",RU,android,organic,0,0.0,4,850,0,0,0,2023-02-04 11:03:23
"1000549",US,android,paid,0,0.0,0,0,0,0,0,2023-02-04 11:09:04
"1000551",US,iOS,organic,0,0.0,0,0,0,0,0,2023-02-04 11:20:39
"1000554",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-04 11:39:47
"1000555",PL,iOS,organic,0,0.0,0,0,0,0,0,2023-02-04 11:49:00
"1000556",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-04 11:54:41
"1000557",KZ,android,paid,0,0.0,4,950,0,0,0,2023-02-04 12:08:16
"1000558",RU,android,organic,0,0.0,4,950,0,0,0,2023-02-04 12:13:57
"1000561",RU,iOS,organic,0,0.0,0,0,0,0,0,2023-02-04 12:38:54
"1000562",DE,android,paid,0,0.0,1,50,0,0,0,2023-02-04 12:43:08
"1000563",US,iOS,paid,0,0.0,0,0,0,0,0,2023-02-04 12:56:43
"1000564",BY,android,organic,0,0.0,0,0,0,0,0,2023-02-04 13:10:18
"1000574",US,iOS,organic,0,0.0,0,0,0,0,0,2023-02-04 14:29:25
"1000575",BY,android,organic,0,0.0,4,850,0,0,0,2023-02-04 14:43:00
"1000576",LT,android,organic,0,0.0,0,0,0,0,0,2023-02-04 14:48:41
"1000577",BY,android,paid,0,0.0,12,4050,0,0,0,2023-02-04 15:02:16
"1000578",RU,iOS,organic,0,0.0,0,0,0,0,0,2023-02-04 15:07:57
"1000579",ES,android,organic,0,0.0,0,0,0,0,0,2023-02-04 15:10:19
"1000581",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-04 15:18:22
"1000582",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-04 15:27:35
"1000584",US,android,organic,0,0.0,0,0,0,0,0,2023-02-04 15:46:01
"1000585",DE,iOS,organic,0,0.0,4,950,0,0,0,2023-02-04 15:59:36
"1000587",RU,iOS,organic,0,0.0,0,0,0,0,0,2023-02-04 16:14:30
"1000589",IT,iOS,organic,0,0.0,0,0,0,0,0,2023-02-04 16:37:18
"1000594",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-04 17:22:46
"1000595",US,android,paid,0,0.0,10,3050,0,0,0,2023-02-04 17:28:27
"1000596",NL,android,paid,0,0.0,0,0,0,0,0,2023-02-04 17:42:02
"1000598",PL,android,organic,0,0.0,0,0,0,0,0,2023-02-04 17:51:57
"1000600",US,android,organic,0,0.0,0,0,0,0,0,2023-02-04 18:11:13
"1000601",CA,android,organic,0,0.0,2,750,0,0,0,2023-02-04 18:15:27
"1000602",PL,iOS,organic,0,0.0,0,0,0,0,0,2023-02-04 18:24:40
"1000603",US,android,organic,0,0.0,0,0,0,0,0,2023-02-04 18:28:54
"1000604",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-04 18:42:29
"1000608",US,android,organic,0,0.0,0,0,0,0,0,2023-02-04 19:08:58
"1000609",US,android,paid,0,0.0,0,0,0,0,0,2023-02-04 19:22:33
"1000610",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-04 19:24:55
