"platform_type","user_id","session_id","user_time","country","version","event_name","param_1","param_2","extra_1","extra_2","level"
iOS,1001220,i1001220KZ1,"08.02.2023 7:58:21",KZ,1.01,performance,20,0,apple,iphone 13,0
iOS,1001220,i1001220KZ1,"08.02.2023 7:59:34",KZ,1.01,app_install_finish,73,0,"","",0
iOS,1001220,i1001220KZ1,"08.02.2023 7:59:43",KZ,1.01,loading_finish,9,0,"","",0
iOS,1001220,i1001220KZ1,"08.02.2023 7:59:43",KZ,1.01,tutorial_step_start,1,0,"","",0
iOS,1001220,i1001220KZ1,"08.02.2023 7:59:46",KZ,1.01,tutorial_step_finish,1,0,"","",0
iOS,1001220,i1001220KZ1,"08.02.2023 7:59:46",KZ,1.01,tutorial_step_start,2,0,"","",0
iOS,1001220,i1001220KZ1,"08.02.2023 7:59:51",KZ,1.01,tutorial_step_finish,2,0,"","",0
iOS,1001220,i1001220KZ1,"08.02.2023 7:59:51",KZ,1.01,tutorial_step_start,3,0,"","",0
iOS,1001220,i1001220KZ1,"08.02.2023 8:00:03",KZ,1.01,tutorial_step_finish,3,0,"","",0
iOS,1001220,i1001220KZ1,"08.02.2023 8:00:03",KZ,1.01,tutorial_step_start,4,0,"","",0
iOS,1001220,i1001220KZ1,"08.02.2023 8:00:09",KZ,1.01,tutorial_step_finish,4,0,"","",0
iOS,1001220,i1001220KZ1,"08.02.2023 8:00:09",KZ,1.01,tutorial_step_start,5,0,"","",0
iOS,1001220,i1001220KZ1,"08.02.2023 8:00:21",KZ,1.01,tutorial_step_finish,5,0,"","",0
iOS,1001220,i1001220KZ1,"08.02.2023 8:00:21",KZ,1.01,tutorial_step_start,6,0,"","",0
iOS,1001220,i1001220KZ1,"08.02.2023 8:00:27",KZ,1.01,tutorial_step_finish,6,0,"","",0
iOS,1001220,i1001220KZ1,"08.02.2023 8:00:27",KZ,1.01,tutorial_step_start,7,0,"","",0
iOS,1001221,i1001221CA1,"08.02.2023 8:07:34",CA,1.02,app_install_start,0,0,organic,"",0
iOS,1001221,i1001221CA1,"08.02.2023 8:07:34",CA,1.02,performance,23,0,apple,iphone 11,0
iOS,1001221,i1001221CA1,"08.02.2023 8:09:01",CA,1.02,app_install_finish,87,0,"","",0
iOS,1001221,i1001221CA1,"08.02.2023 8:09:24",CA,1.02,loading_finish,23,0,"","",0
iOS,1001221,i1001221CA1,"08.02.2023 8:09:24",CA,1.02,tutorial_step_start,1,0,"","",0
iOS,1001221,i1001221CA1,"08.02.2023 8:09:27",CA,1.02,tutorial_step_finish,1,0,"","",0
iOS,1001221,i1001221CA1,"08.02.2023 8:09:27",CA,1.02,tutorial_step_start,2,0,"","",0
iOS,1001221,i1001221CA1,"08.02.2023 8:09:32",CA,1.02,tutorial_step_finish,2,0,"","",0
iOS,1001221,i1001221CA1,"08.02.2023 8:09:32",CA,1.02,tutorial_step_start,3,0,"","",0
iOS,1001221,i1001221CA1,"08.02.2023 8:09:38",CA,1.02,tutorial_step_finish,3,0,"","",0
iOS,1001221,i1001221CA1,"08.02.2023 8:09:38",CA,1.02,tutorial_step_start,4,0,"","",0
iOS,1001221,i1001221CA1,"08.02.2023 8:09:42",CA,1.02,tutorial_step_finish,4,0,"","",0
iOS,1001221,i1001221CA1,"08.02.2023 8:09:42",CA,1.02,tutorial_step_start,5,0,"","",0
android,1001223,a1001223DE1,"08.02.2023 8:30:22",DE,1.02,app_install_start,5,0,paid,"",0
android,1001223,a1001223DE1,"08.02.2023 8:30:22",DE,1.02,performance,25,0,honor,X9a,0
android,1001223,a1001223DE1,"08.02.2023 8:32:01",DE,1.02,app_install_finish,99,0,"","",0
android,1001223,a1001223DE1,"08.02.2023 8:32:22",DE,1.02,loading_finish,21,0,"","",0
android,1001223,a1001223DE1,"08.02.2023 8:32:22",DE,1.02,tutorial_step_start,1,0,"","",0
android,1001223,a1001223DE1,"08.02.2023 8:32:28",DE,1.02,tutorial_step_finish,1,0,"","",0
android,1001223,a1001223DE1,"08.02.2023 8:32:28",DE,1.02,tutorial_step_start,2,0,"","",0
android,1001223,a1001223DE1,"08.02.2023 8:32:34",DE,1.02,tutorial_step_finish,2,0,"","",0
android,1001223,a1001223DE1,"08.02.2023 8:32:34",DE,1.02,tutorial_step_start,3,0,"","",0
android,1001223,a1001223DE1,"08.02.2023 8:32:43",DE,1.02,tutorial_step_finish,3,0,"","",0
android,1001223,a1001223DE1,"08.02.2023 8:32:43",DE,1.02,tutorial_step_start,4,0,"","",0
android,1001223,a1001223DE1,"08.02.2023 8:32:52",DE,1.02,tutorial_step_finish,4,0,"","",0
android,1001223,a1001223DE1,"08.02.2023 8:32:52",DE,1.02,tutorial_step_start,5,0,"","",0
android,1001223,a1001223DE1,"08.02.2023 8:32:59",DE,1.02,tutorial_step_finish,5,0,"","",0
android,1001223,a1001223DE1,"08.02.2023 8:32:59",DE,1.02,tutorial_step_start,6,0,"","",0
android,1001223,a1001223DE1,"08.02.2023 8:33:11",DE,1.02,tutorial_step_finish,6,0,"","",0
android,1001223,a1001223DE1,"08.02.2023 8:33:11",DE,1.02,tutorial_step_start,7,0,"","",0
android,1001223,a1001223DE1,"08.02.2023 8:33:17",DE,1.02,tutorial_step_finish,7,0,"","",0
android,1001223,a1001223DE1,"08.02.2023 8:33:17",DE,1.02,lvl_up,1,0,"","",1
android,1001223,a1001223DE1,"08.02.2023 8:33:17",DE,1.02,res_movement_inc,50,50,gold,tutor,1
android,1001223,a1001223DE1,"08.02.2023 8:33:30",DE,1.02,chest_open,0,0,"","",1
android,1001223,a1001223DE1,"08.02.2023 8:33:30",DE,1.02,res_movement_inc,500,550,gold,chest,1
android,1001223,a1001223DE1,"08.02.2023 8:33:30",DE,1.02,res_movement_inc,10,10,token,chest,1
android,1001223,a1001223DE1,"08.02.2023 8:33:38",DE,1.02,res_movement_outc,1,9,token,stage_start,1
android,1001223,a1001223DE1,"08.02.2023 8:33:38",DE,1.02,stage_start,1,1,bronze_loc,"",1
android,1001223,a1001223DE1,"08.02.2023 8:34:22",DE,1.02,stage_win,1,1,bronze_loc,"",1
android,1001223,a1001223DE1,"08.02.2023 8:34:22",DE,1.02,lvl_up,2,0,"","",2
android,1001223,a1001223DE1,"08.02.2023 8:34:22",DE,1.02,res_movement_inc,100,650,gold,stage_win,2
android,1001223,a1001223DE1,"08.02.2023 8:34:32",DE,1.02,res_movement_outc,1,8,token,stage_start,2
android,1001223,a1001223DE1,"08.02.2023 8:34:32",DE,1.02,stage_start,2,1,bronze_loc,"",2
android,1001223,a1001223DE1,"08.02.2023 8:35:23",DE,1.02,stage_win,2,1,bronze_loc,"",2
android,1001223,a1001223DE1,"08.02.2023 8:35:23",DE,1.02,lvl_up,3,0,"","",3
android,1001223,a1001223DE1,"08.02.2023 8:35:23",DE,1.02,res_movement_inc,100,750,gold,stage_win,3
iOS,1001224,i1001224US1,"08.02.2023 8:32:44",US,1.02,app_install_start,0,0,organic,"",0
iOS,1001224,i1001224US1,"08.02.2023 8:32:44",US,1.02,performance,32,0,apple,iphone 12,0
iOS,1001224,i1001224US1,"08.02.2023 8:34:03",US,1.02,app_install_finish,79,0,"","",0
iOS,1001224,i1001224US1,"08.02.2023 8:34:13",US,1.02,loading_finish,10,0,"","",0
iOS,1001224,i1001224US1,"08.02.2023 8:34:13",US,1.02,tutorial_step_start,1,0,"","",0
iOS,1001224,i1001224US1,"08.02.2023 8:34:16",US,1.02,tutorial_step_finish,1,0,"","",0
iOS,1001224,i1001224US1,"08.02.2023 8:34:16",US,1.02,tutorial_step_start,2,0,"","",0
iOS,1001224,i1001224US1,"08.02.2023 8:34:20",US,1.02,tutorial_step_finish,2,0,"","",0
iOS,1001224,i1001224US1,"08.02.2023 8:34:20",US,1.02,tutorial_step_start,3,0,"","",0
iOS,1001224,i1001224US1,"08.02.2023 8:34:29",US,1.02,tutorial_step_finish,3,0,"","",0
iOS,1001224,i1001224US1,"08.02.2023 8:34:29",US,1.02,tutorial_step_start,4,0,"","",0
iOS,1001224,i1001224US1,"08.02.2023 8:34:39",US,1.02,tutorial_step_finish,4,0,"","",0
iOS,1001224,i1001224US1,"08.02.2023 8:34:39",US,1.02,tutorial_step_start,5,0,"","",0
iOS,1001224,i1001224US1,"08.02.2023 8:34:47",US,1.02,tutorial_step_finish,5,0,"","",0
iOS,1001224,i1001224US1,"08.02.2023 8:34:47",US,1.02,tutorial_step_start,6,0,"","",0
iOS,1001224,i1001224US1,"08.02.2023 8:34:53",US,1.02,tutorial_step_finish,6,0,"","",0
iOS,1001224,i1001224US1,"08.02.2023 8:34:53",US,1.02,tutorial_step_start,7,0,"","",0
android,1001225,a1001225KZ1,"08.02.2023 8:38:25",KZ,1.02,app_install_start,0,0,organic,"",0
android,1001225,a1001225KZ1,"08.02.2023 8:38:25",KZ,1.02,performance,32,0,samsung,galaxy a54,0
android,1001225,a1001225KZ1,"08.02.2023 8:39:38",KZ,1.02,app_install_finish,73,0,"","",0
android,1001225,a1001225KZ1,"08.02.2023 8:39:58",KZ,1.02,loading_finish,20,0,"","",0
android,1001225,a1001225KZ1,"08.02.2023 8:39:58",KZ,1.02,tutorial_step_start,1,0,"","",0
android,1001225,a1001225KZ1,"08.02.2023 8:40:03",KZ,1.02,tutorial_step_finish,1,0,"","",0
android,1001225,a1001225KZ1,"08.02.2023 8:40:03",KZ,1.02,tutorial_step_start,2,0,"","",0
android,1001225,a1001225KZ1,"08.02.2023 8:40:05",KZ,1.02,tutorial_step_finish,2,0,"","",0
android,1001225,a1001225KZ1,"08.02.2023 8:40:05",KZ,1.02,tutorial_step_start,3,0,"","",0
android,1001225,a1001225KZ1,"08.02.2023 8:40:17",KZ,1.02,tutorial_step_finish,3,0,"","",0
android,1001225,a1001225KZ1,"08.02.2023 8:40:17",KZ,1.02,tutorial_step_start,4,0,"","",0
android,1001225,a1001225KZ1,"08.02.2023 8:40:25",KZ,1.02,tutorial_step_finish,4,0,"","",0
android,1001225,a1001225KZ1,"08.02.2023 8:40:25",KZ,1.02,tutorial_step_start,5,0,"","",0
android,1001226,a1001226PL1,"08.02.2023 8:44:06",PL,1.02,app_install_start,0,0,organic,"",0
android,1001226,a1001226PL1,"08.02.2023 8:44:06",PL,1.02,performance,23,0,xiaomi,"12T pro",0
android,1001226,a1001226PL1,"08.02.2023 8:45:17",PL,1.02,app_install_finish,71,0,"","",0
android,1001226,a1001226PL1,"08.02.2023 8:45:28",PL,1.02,loading_finish,11,0,"","",0
android,1001226,a1001226PL1,"08.02.2023 8:45:28",PL,1.02,tutorial_step_start,1,0,"","",0
android,1001226,a1001226PL1,"08.02.2023 8:45:31",PL,1.02,tutorial_step_finish,1,0,"","",0
android,1001226,a1001226PL1,"08.02.2023 8:45:31",PL,1.02,tutorial_step_start,2,0,"","",0
android,1001226,a1001226PL1,"08.02.2023 8:45:36",PL,1.02,tutorial_step_finish,2,0,"","",0
android,1001226,a1001226PL1,"08.02.2023 8:45:36",PL,1.02,tutorial_step_start,3,0,"","",0
android,1001226,a1001226PL1,"08.02.2023 8:45:44",PL,1.02,tutorial_step_finish,3,0,"","",0
android,1001226,a1001226PL1,"08.02.2023 8:45:44",PL,1.02,tutorial_step_start,4,0,"","",0
android,1001226,a1001226PL1,"08.02.2023 8:45:48",PL,1.02,tutorial_step_finish,4,0,"","",0
android,1001226,a1001226PL1,"08.02.2023 8:45:48",PL,1.02,tutorial_step_start,5,0,"","",0
android,1001226,a1001226PL1,"08.02.2023 8:45:55",PL,1.02,tutorial_step_finish,5,0,"","",0
android,1001226,a1001226PL1,"08.02.2023 8:45:55",PL,1.02,tutorial_step_start,6,0,"","",0
android,1001226,a1001226PL1,"08.02.2023 8:46:04",PL,1.02,tutorial_step_finish,6,0,"","",0
android,1001226,a1001226PL1,"08.02.2023 8:46:04",PL,1.02,tutorial_step_start,7,0,"","",0
android,1001230,a1001230RU1,"08.02.2023 9:08:55",RU,1.02,app_install_start,1,0,paid,"",0
android,1001230,a1001230RU1,"08.02.2023 9:08:55",RU,1.02,performance,58,0,samsung,galaxy S23,0
android,1001230,a1001230RU1,"08.02.2023 9:10:12",RU,1.02,app_install_finish,77,0,"","",0
android,1001230,a1001230RU1,"08.02.2023 9:10:27",RU,1.02,loading_finish,15,0,"","",0
android,1001230,a1001230RU1,"08.02.2023 9:10:27",RU,1.02,tutorial_step_start,1,0,"","",0
iOS,1001232,i1001232DE1,"08.02.2023 9:31:43",DE,1.02,app_install_start,0,0,organic,"",0
iOS,1001232,i1001232DE1,"08.02.2023 9:31:43",DE,1.02,performance,23,0,apple,iphone 13,0
iOS,1001232,i1001232DE1,"08.02.2023 9:32:44",DE,1.02,app_install_finish,61,0,"","",0
iOS,1001232,i1001232DE1,"08.02.2023 9:33:03",DE,1.02,loading_finish,19,0,"","",0
iOS,1001232,i1001232DE1,"08.02.2023 9:33:03",DE,1.02,tutorial_step_start,1,0,"","",0
iOS,1001232,i1001232DE1,"08.02.2023 9:33:07",DE,1.02,tutorial_step_finish,1,0,"","",0
iOS,1001232,i1001232DE1,"08.02.2023 9:33:07",DE,1.02,tutorial_step_start,2,0,"","",0
iOS,1001233,i1001233DE1,"08.02.2023 9:40:56",DE,1.02,app_install_start,0,0,organic,"",0
iOS,1001233,i1001233DE1,"08.02.2023 9:40:56",DE,1.02,performance,47,0,apple,iphone 7,0
iOS,1001233,i1001233DE1,"08.02.2023 9:41:59",DE,1.02,app_install_finish,63,0,"","",0
iOS,1001233,i1001233DE1,"08.02.2023 9:42:19",DE,1.02,loading_finish,20,0,"","",0
iOS,1001233,i1001233DE1,"08.02.2023 9:42:19",DE,1.02,tutorial_step_start,1,0,"","",0
iOS,1001233,i1001233DE1,"08.02.2023 9:42:23",DE,1.02,tutorial_step_finish,1,0,"","",0
iOS,1001233,i1001233DE1,"08.02.2023 9:42:23",DE,1.02,tutorial_step_start,2,0,"","",0
iOS,1001233,i1001233DE1,"08.02.2023 9:42:26",DE,1.02,tutorial_step_finish,2,0,"","",0
iOS,1001233,i1001233DE1,"08.02.2023 9:42:26",DE,1.02,tutorial_step_start,3,0,"","",0
iOS,1001233,i1001233DE1,"08.02.2023 9:42:33",DE,1.02,tutorial_step_finish,3,0,"","",0
iOS,1001233,i1001233DE1,"08.02.2023 9:42:33",DE,1.02,tutorial_step_start,4,0,"","",0
iOS,1001233,i1001233DE1,"08.02.2023 9:42:44",DE,1.02,tutorial_step_finish,4,0,"","",0
iOS,1001233,i1001233DE1,"08.02.2023 9:42:44",DE,1.02,tutorial_step_start,5,0,"","",0
iOS,1001233,i1001233DE1,"08.02.2023 9:42:48",DE,1.02,tutorial_step_finish,5,0,"","",0
iOS,1001233,i1001233DE1,"08.02.2023 9:42:48",DE,1.02,tutorial_step_start,6,0,"","",0
iOS,1001233,i1001233DE1,"08.02.2023 9:43:00",DE,1.02,tutorial_step_finish,6,0,"","",0
iOS,1001233,i1001233DE1,"08.02.2023 9:43:00",DE,1.02,tutorial_step_start,7,0,"","",0
iOS,1001233,i1001233DE1,"08.02.2023 9:43:06",DE,1.02,tutorial_step_finish,7,0,"","",0
iOS,1001233,i1001233DE1,"08.02.2023 9:43:06",DE,1.02,lvl_up,1,0,"","",1
iOS,1001233,i1001233DE1,"08.02.2023 9:43:06",DE,1.02,res_movement_inc,50,50,gold,tutor,1
iOS,1001233,i1001233DE1,"08.02.2023 9:43:17",DE,1.02,chest_open,0,0,"","",1
iOS,1001233,i1001233DE1,"08.02.2023 9:43:17",DE,1.02,res_movement_inc,500,550,gold,chest,1
iOS,1001233,i1001233DE1,"08.02.2023 9:43:17",DE,1.02,res_movement_inc,10,10,token,chest,1
iOS,1001233,i1001233DE1,"08.02.2023 9:43:28",DE,1.02,res_movement_outc,1,9,token,stage_start,1
iOS,1001233,i1001233DE1,"08.02.2023 9:43:28",DE,1.02,stage_start,1,1,bronze_loc,"",1
iOS,1001233,i1001233DE1,"08.02.2023 9:44:10",DE,1.02,stage_win,1,1,bronze_loc,"",1
iOS,1001233,i1001233DE1,"08.02.2023 9:44:10",DE,1.02,lvl_up,2,0,"","",2
iOS,1001233,i1001233DE1,"08.02.2023 9:44:10",DE,1.02,res_movement_inc,100,650,gold,stage_win,2
iOS,1001233,i1001233DE1,"08.02.2023 9:44:19",DE,1.02,res_movement_outc,1,8,token,stage_start,2
iOS,1001233,i1001233DE1,"08.02.2023 9:44:19",DE,1.02,stage_start,2,1,bronze_loc,"",2
iOS,1001233,i1001233DE1,"08.02.2023 9:45:11",DE,1.02,stage_win,2,1,bronze_loc,"",2
iOS,1001233,i1001233DE1,"08.02.2023 9:45:11",DE,1.02,lvl_up,3,0,"","",3
iOS,1001233,i1001233DE1,"08.02.2023 9:45:11",DE,1.02,res_movement_inc,100,750,gold,stage_win,3
android,1001234,a1001234DE1,"08.02.2023 9:54:31",DE,1.02,app_install_start,0,0,organic,"",0
android,1001234,a1001234DE1,"08.02.2023 9:54:31",DE,1.02,performance,50,0,xiaomi,redmi note 12,0
android,1001234,a1001234DE1,"08.02.2023 9:55:33",DE,1.02,app_install_finish,62,0,"","",0
android,1001234,a1001234DE1,"08.02.2023 9:55:58",DE,1.02,loading_finish,25,0,"","",0
android,1001234,a1001234DE1,"08.02.2023 9:55:58",DE,1.02,tutorial_step_start,1,0,"","",0
iOS,1001235,i1001235CA1,"08.02.2023 10:08:06",CA,1.02,app_install_start,0,0,organic,"",0
iOS,1001235,i1001235CA1,"08.02.2023 10:08:06",CA,1.02,performance,59,0,apple,iphone 13,0
iOS,1001235,i1001235CA1,"08.02.2023 10:09:12",CA,1.02,app_install_finish,66,0,"","",0
iOS,1001235,i1001235CA1,"08.02.2023 10:09:32",CA,1.02,loading_finish,20,0,"","",0
iOS,1001235,i1001235CA1,"08.02.2023 10:09:32",CA,1.02,tutorial_step_start,1,0,"","",0
iOS,1001235,i1001235CA1,"08.02.2023 10:09:35",CA,1.02,tutorial_step_finish,1,0,"","",0
iOS,1001235,i1001235CA1,"08.02.2023 10:09:35",CA,1.02,tutorial_step_start,2,0,"","",0
android,1001236,a1001236NL1,"08.02.2023 10:12:20",NL,1.02,app_install_start,0,0,organic,"",0
android,1001236,a1001236NL1,"08.02.2023 10:12:20",NL,1.02,performance,35,0,samsung,galaxy a52,0
android,1001236,a1001236NL1,"08.02.2023 10:13:34",NL,1.02,app_install_finish,74,0,"","",0
android,1001236,a1001236NL1,"08.02.2023 10:14:01",NL,1.02,loading_finish,27,0,"","",0
android,1001236,a1001236NL1,"08.02.2023 10:14:01",NL,1.02,tutorial_step_start,1,0,"","",0
android,1001236,a1001236NL1,"08.02.2023 10:14:08",NL,1.02,tutorial_step_finish,1,0,"","",0
android,1001236,a1001236NL1,"08.02.2023 10:14:08",NL,1.02,tutorial_step_start,2,0,"","",0
android,1001236,a1001236NL1,"08.02.2023 10:14:13",NL,1.02,tutorial_step_finish,2,0,"","",0
android,1001236,a1001236NL1,"08.02.2023 10:14:13",NL,1.02,tutorial_step_start,3,0,"","",0
android,1001236,a1001236NL1,"08.02.2023 10:14:20",NL,1.02,tutorial_step_finish,3,0,"","",0
android,1001236,a1001236NL1,"08.02.2023 10:14:20",NL,1.02,tutorial_step_start,4,0,"","",0
android,1001236,a1001236NL1,"08.02.2023 10:14:27",NL,1.02,tutorial_step_finish,4,0,"","",0
android,1001236,a1001236NL1,"08.02.2023 10:14:27",NL,1.02,tutorial_step_start,5,0,"","",0
android,1001236,a1001236NL1,"08.02.2023 10:14:35",NL,1.02,tutorial_step_finish,5,0,"","",0
android,1001236,a1001236NL1,"08.02.2023 10:14:35",NL,1.02,tutorial_step_start,6,0,"","",0
android,1001236,a1001236NL1,"08.02.2023 10:14:41",NL,1.02,tutorial_step_finish,6,0,"","",0
android,1001236,a1001236NL1,"08.02.2023 10:14:41",NL,1.02,tutorial_step_start,7,0,"","",0
android,1001236,a1001236NL1,"08.02.2023 10:14:47",NL,1.02,tutorial_step_finish,7,0,"","",0
android,1001236,a1001236NL1,"08.02.2023 10:14:47",NL,1.02,lvl_up,1,0,"","",1
android,1001236,a1001236NL1,"08.02.2023 10:14:47",NL,1.02,res_movement_inc,50,50,gold,tutor,1
android,1001236,a1001236NL1,"08.02.2023 10:14:58",NL,1.02,chest_open,0,0,"","",1
android,1001236,a1001236NL1,"08.02.2023 10:14:58",NL,1.02,res_movement_inc,500,550,gold,chest,1
android,1001236,a1001236NL1,"08.02.2023 10:14:58",NL,1.02,res_movement_inc,10,10,token,chest,1
android,1001236,a1001236NL1,"08.02.2023 10:15:10",NL,1.02,res_movement_outc,1,9,token,stage_start,1
android,1001236,a1001236NL1,"08.02.2023 10:15:10",NL,1.02,stage_start,1,1,bronze_loc,"",1
android,1001236,a1001236NL1,"08.02.2023 10:15:49",NL,1.02,stage_win,1,1,bronze_loc,"",1
android,1001236,a1001236NL1,"08.02.2023 10:15:49",NL,1.02,lvl_up,2,0,"","",2
android,1001236,a1001236NL1,"08.02.2023 10:15:49",NL,1.02,res_movement_inc,100,650,gold,stage_win,2
android,1001236,a1001236NL1,"08.02.2023 10:15:57",NL,1.02,res_movement_outc,1,8,token,stage_start,2
android,1001236,a1001236NL1,"08.02.2023 10:15:57",NL,1.02,stage_start,2,1,bronze_loc,"",2
android,1001236,a1001236NL1,"08.02.2023 10:16:38",NL,1.02,stage_win,2,1,bronze_loc,"",2
android,1001236,a1001236NL1,"08.02.2023 10:16:38",NL,1.02,lvl_up,3,0,"","",3
android,1001236,a1001236NL1,"08.02.2023 10:16:38",NL,1.02,res_movement_inc,100,750,gold,stage_win,3
android,1001236,a1001236NL1,"08.02.2023 10:16:46",NL,1.02,res_movement_outc,1,7,token,stage_start,3
